index,WoFCO2,W,L,XCO2,Ntubes,heat,deltaP,Re,COfinal
57,17.06728982549217,4266.822456373043,3.0454545454545454,0.1436702280300947,41836.234143975125,420.04756944909656,-15.535546033618175,8854.66370162132,35.918557007523695
58,17.322025494529367,4330.506373632342,3.090909090909091,0.14488930372519734,41484.24040162618,423.6116726965836,-15.767132211408352,8854.66370162132,36.22332593129931
59,17.576761163566562,4394.190290891641,3.1363636363636362,0.14608765341668015,41143.9565762053,427.1151811695994,-15.998714722798013,8854.66370162132,36.522913354170015
60,17.831496832603758,4457.87420815094,3.181818181818182,0.14726554118597118,40814.879953564385,430.55886693954074,-16.230293759633696,8854.66370162132,36.817385296492795
61,18.08623250164096,4521.55812541024,3.2272727272727275,0.1484232471446959,40496.53119593491,433.94354894386794,-16.461869442707666,8854.66370162132,37.10681178617398
62,18.340968170678156,4585.242042669539,3.272727272727273,0.1495610132364269,40188.46730431724,437.2699345314983,-16.693441921233898,8854.66370162132,37.39125330910674
63,18.595703839715352,4648.925959928838,3.3181818181818183,0.1506791139364152,39890.26034369277,440.5388261613248,-16.92501130889923,8854.66370162132,37.670778484103785
64,18.85043950875255,4712.609877188138,3.3636363636363638,0.15177782537539827,39601.50452437621,443.75103113224117,-17.156577804655626,8854.66370162132,37.9454563438496
65,19.105175177789743,4776.293794447436,3.409090909090909,0.15285739136309007,39321.82345537182,446.9072622490337,-17.388141493768217,8854.66370162132,38.21534784077247
66,19.35991084682694,4839.977711706734,3.4545454545454546,0.15391812214024286,39050.8431195181,450.0084265350151,-17.619702560978112,8854.66370162132,38.480530535060666
67,19.614646515864138,4903.661628966034,3.5,0.1549602531698846,38788.227099913216,453.055212392509,-17.851261048917877,8854.66370162132,38.74106329247108
68,19.869382184901333,4967.345546225333,3.5454545454545454,0.15598406560019829,38533.64436050982,456.04844178946894,-18.082817156539477,8854.66370162132,38.997016400049596
69,20.12411785393853,5031.029463484632,3.590909090909091,0.15698982936642528,38286.782789995355,458.9889039115629,-18.314370976213468,8854.66370162132,39.248457341606326
70,20.378853522975724,5094.713380743931,3.6363636363636362,0.15797781273494388,38047.345705588305,461.8773830653565,-18.545922600310405,8854.66370162132,39.49545318373595
71,20.633589192012924,5158.397298003231,3.681818181818182,0.15894828836341016,37815.04944791704,464.71467639580305,-18.777472192255118,8854.66370162132,39.73807209085251
72,20.888324861050123,5222.08121526253,3.7272727272727275,0.15990152944649866,37589.62348036262,467.50158261788823,-19.0090198017856,8854.66370162132,39.976382361624644
73,21.14306053008732,5285.765132521829,3.772727272727273,0.1608378108230331,37370.80932852287,470.2389052534512,-19.24056557811582,8854.66370162132,40.2104527057583
74,21.397796199124514,5349.449049781128,3.8181818181818183,0.16175740872093752,37158.35990703707,472.9274518855186,-19.472109592300058,8854.66370162132,40.44035218023437
75,21.652531868161713,5413.132967040428,3.8636363636363638,0.16266059909671776,36952.03921258863,475.5680293035981,-19.70365195091972,8854.66370162132,40.66614977417941
76,21.907267537198905,5476.816884299727,3.909090909090909,0.1635476626456018,36751.62054051772,478.16145815137713,-19.93519273213451,8854.66370162132,40.88791566140042
77,22.162003206236104,5540.500801559026,3.9545454545454546,0.16441889725152156,36556.883164070954,480.7086093256292,-20.16673203542041,8854.66370162132,41.105724312880405
78,22.4167388752733,5604.184718818325,4.0,0.16527454350511767,36367.62834938588,483.21018621982284,-20.39826993893712,8854.66370162132,41.319635876279385
79,22.671474544310495,5667.868636077624,4.045454545454545,0.16611492252130472,36183.64815453847,485.6671276490918,-20.62980649952806,8854.66370162132,41.529730630326135
80,22.926210213347694,5731.552553336924,4.090909090909091,0.16694030826391998,36004.75336253784,488.0802345771544,-20.861341809563783,8854.66370162132,41.73607706597994
81,23.180945882384894,5795.236470596224,4.136363636363637,0.16775099759791226,35830.75753563554,490.4503749216743,-21.092875932993138,8854.66370162132,41.938749399478084
82,23.435681551422086,5858.920387855522,4.181818181818182,0.16854727396621594,35661.48450190128,492.7783773595613,-21.32440893376497,8854.66370162132,42.137818491553936
83,23.690417220459285,5922.604305114821,4.2272727272727275,0.1693294398589909,35496.76100200464,495.0651262544103,-21.555940882933555,8854.66370162132,42.33335996474767
84,23.94515288949648,5986.28822237412,4.272727272727273,0.17009778366809303,35336.42337372738,497.3114647518552,-21.787471766288036,8854.66370162132,42.52544591702325
85,24.199888558533676,6049.972139633419,4.318181818181818,0.17085261241923003,35180.310315255934,499.5182904756653,-22.019001711726105,8854.66370162132,42.71415310480748
86,24.454624227570864,6113.656056892716,4.363636363636363,0.17159422685651896,35028.26779992203,501.686482684684,-22.250530712142336,8854.66370162132,42.899556714129744
87,24.709359896608063,6177.339974152016,4.409090909090909,0.17232293266183535,34880.14642561504,503.81693507383795,-22.482058831485574,8854.66370162132,43.08173316545883
88,24.96409556564527,6241.023891411317,4.454545454545455,0.17303903873864,34735.80149849584,505.91055075671784,-22.71358606975582,8854.66370162132,43.26075968465995
89,25.218831234682465,6304.707808670616,4.5,0.1737428650675123,34595.09120919292,507.96826523210166,-22.945112498007347,8854.66370162132,43.43671626687805
90,25.47356690371966,6368.391725929915,4.545454545454546,0.17443470415507376,34457.88406555924,509.99093367559766,-23.17663807360759,8854.66370162132,43.60967603876844
91,25.728302572756853,6432.075643189213,4.590909090909091,0.17511489817993312,34324.043303115635,511.9795564843876,-23.408162874716254,8854.66370162132,43.77972454498326
92,25.983038241794056,6495.759560448514,4.636363636363637,0.1757837622536208,34193.44195103724,513.9350549220442,-23.63968685870077,8854.66370162132,43.94694056340521
93,26.23777391083125,6559.443477707813,4.681818181818182,0.17644162350203715,34065.954853521915,515.8583853774834,-23.87121005398285,8854.66370162132,44.11140587550926
94,26.49250957986845,6623.127394967112,4.7272727272727275,0.17708881825175968,33941.459081513014,517.7505311388248,-24.102732460562493,8854.66370162132,44.273204562939895
95,26.74724524890564,6686.811312226409,4.7727272727272725,0.17772565630631834,33819.840589587875,519.6123979511107,-24.33425402159628,8854.66370162132,44.432414076579526
96,27.001980917942838,6750.495229485709,4.818181818181818,0.17835250233712213,33700.9784648085,521.4450519717252,-24.565774779716776,8854.66370162132,44.58912558428054
97,27.25671658698003,6814.1791467450075,4.863636363636363,0.17896970381550034,33584.75863313583,523.2495090717058,-24.797294699396843,8854.66370162132,44.743425953875075
98,27.51145225601723,6877.8630640043075,4.909090909090909,0.1795775599441656,33471.079359098796,525.0266440034281,-25.02881370958221,8854.66370162132,44.89538998604136
99,27.766187925054428,6941.546981263607,4.954545454545455,0.18017647019521665,33359.82328056711,526.77762466796,-25.260331838694583,8854.66370162132,45.045117548804186
100,28.020923594091624,7005.230898522906,5.0,0.18076679245681965,33250.88396543766,528.5034973911182,-25.49184899436341,8854.66370162132,45.19269811420488
